user_id:token	item_id:token	rating:float	timestamp:float
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4704	1	1673412209391
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4701	0	1673412255664
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4702	1	1673412255664
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4703	1	1673412255664
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4704	0	1673412255664
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4701	0	1673412302113
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4702	1	1673412302113
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4703	1	1673412302113
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4704	0	1673412302113
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4701	0	1673412315501
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4702	1	1673412315501
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4703	1	1673412315501
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4704	0	1673412315501
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4701	0	1673412325029
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4702	1	1673412325029
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4703	1	1673412325029
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4704	0	1673412325029
s3y7pIKP8sf4ObZQBnoiMATSAwH2	basic4818	0	1673412750600
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic5528	0	1673413050555
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic5417	0	1673413116483
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic5248	0	1673413134266
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic5101	0	1673413145800
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic5711	0	1673413163416
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic5524	1	1673413179333
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4736	0	1673413202573
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic5723	0	1673413347570
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic5412	0	1673413449850
EZKg2x3FgvRNiQfgK0iNy1iz54k2	advanced4817	1	1673413557978
LH8ERBe1DpXavxtNNxKE0KIPyio2	advanced4704	0	1673413739496
LH8ERBe1DpXavxtNNxKE0KIPyio2	advanced4704	1	1673413753719
LH8ERBe1DpXavxtNNxKE0KIPyio2	advanced4704	1	1673413822882
LH8ERBe1DpXavxtNNxKE0KIPyio2	advanced4704	1	1673414025470
LH8ERBe1DpXavxtNNxKE0KIPyio2	advanced4704	1	1673414128359
LH8ERBe1DpXavxtNNxKE0KIPyio2	advanced4704	1	1673414175213
LH8ERBe1DpXavxtNNxKE0KIPyio2	advanced4704	1	1673414214522
LH8ERBe1DpXavxtNNxKE0KIPyio2	advanced4704	1	1673414233708
LH8ERBe1DpXavxtNNxKE0KIPyio2	advanced4704	1	1673414238364
EZKg2x3FgvRNiQfgK0iNy1iz54k2	advanced5136	1	1673415491443
EZKg2x3FgvRNiQfgK0iNy1iz54k2	advanced5146	0	1673415562680
bR5SdsiXAlUoPmZAnWldnfhLJs92	basic5540	0	1673421806243
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic5832	1	1673421806195
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic5214	1	1673421810594
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4837	0	1673421813911
e9pNYfHjZjdZnN2Vsq9rMuGFsB02	advanced5839	1	1673421815480
e9pNYfHjZjdZnN2Vsq9rMuGFsB02	advanced5937	0	1673421818315
bR5SdsiXAlUoPmZAnWldnfhLJs92	basic5111	0	1673421818794
bR5SdsiXAlUoPmZAnWldnfhLJs92	basic5844	1	1673421821576
bR5SdsiXAlUoPmZAnWldnfhLJs92	basic5135	0	1673421824709
e9pNYfHjZjdZnN2Vsq9rMuGFsB02	advanced5113	0	1673421826864
bR5SdsiXAlUoPmZAnWldnfhLJs92	basic5426	0	1673421829875
LH8ERBe1DpXavxtNNxKE0KIPyio2	advanced5021	1	1673421830543
LH8ERBe1DpXavxtNNxKE0KIPyio2	advanced5714	0	1673421834044
EZKg2x3FgvRNiQfgK0iNy1iz54k2	advanced5033	1	1673421834456
e9pNYfHjZjdZnN2Vsq9rMuGFsB02	advanced5508	0	1673421835982
EZKg2x3FgvRNiQfgK0iNy1iz54k2	advanced5510	0	1673421838111
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic4913	0	1673422930779
EZKg2x3FgvRNiQfgK0iNy1iz54k2	advanced5001	0	1673423125136
EZKg2x3FgvRNiQfgK0iNy1iz54k2	advanced5001	0	1673423165516
EZKg2x3FgvRNiQfgK0iNy1iz54k2	advanced5002	0	1673423165516
EZKg2x3FgvRNiQfgK0iNy1iz54k2	advanced5003	0	1673423165516
EZKg2x3FgvRNiQfgK0iNy1iz54k2	advanced5004	0	1673423165516
EZKg2x3FgvRNiQfgK0iNy1iz54k2	advanced5005	0	1673423165516
EZKg2x3FgvRNiQfgK0iNy1iz54k2	advanced5006	0	1673423165516
EZKg2x3FgvRNiQfgK0iNy1iz54k2	advanced5007	0	1673423165516
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic5539	0	1673423184279
LH8ERBe1DpXavxtNNxKE0KIPyio2	basic5118	0	1673423286261
o54Yy0TgqSc6ujkUaqOT5aa3Cqt1	advanced4805	0	1673424392233
o54Yy0TgqSc6ujkUaqOT5aa3Cqt1	advanced6148	0	1673424418581
o54Yy0TgqSc6ujkUaqOT5aa3Cqt1	advanced5738	1	1673424483470
o54Yy0TgqSc6ujkUaqOT5aa3Cqt1	advanced5723	0	1673424513035
EZKg2x3FgvRNiQfgK0iNy1iz54k2	advanced5401	0	1673427718621
EZKg2x3FgvRNiQfgK0iNy1iz54k2	advanced5402	1	1673427718621
EZKg2x3FgvRNiQfgK0iNy1iz54k2	advanced5517	0	1673427812056
o54Yy0TgqSc6ujkUaqOT5aa3Cqt1	advanced6201	1	1673428442247
o54Yy0TgqSc6ujkUaqOT5aa3Cqt1	advanced6202	1	1673428442247
o54Yy0TgqSc6ujkUaqOT5aa3Cqt1	advanced6203	1	1673428442247
o54Yy0TgqSc6ujkUaqOT5aa3Cqt1	advanced6204	1	1673428442247
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced5911	1	1673430083742
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced5550	0	1673430101963
VQJvWgl5LZXQhiL8wLQRF2R4edi2	basic4905	0	1673430130434
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced5129	0	1673430131504
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced5047	1	1673430158284
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced5833	0	1673430181360
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced5610	0	1673430203812
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced6229	0	1673430219432
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced5302	0	1673430232050
FrSpHOkBT2gLZqMlrZPv4fzHO7I2	basic5146	0	1673430241536
sAyDE0ovPid2g4RJ1hMPC76YzPE2	basic5418	1	1673430245331
FrSpHOkBT2gLZqMlrZPv4fzHO7I2	basic5040	1	1673430249369
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced4827	0	1673430250211
FrSpHOkBT2gLZqMlrZPv4fzHO7I2	basic6037	0	1673430253300
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced5229	0	1673430257304
FrSpHOkBT2gLZqMlrZPv4fzHO7I2	basic5044	0	1673430259801
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced6215	0	1673430270631
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced5326	0	1673430282326
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced5105	1	1673430288052
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced6123	0	1673430294442
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced5630	0	1673430305642
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced4926	0	1673430311031
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced5425	1	1673430318375
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced5430	1	1673430326792
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced5017	0	1673430333542
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced4840	0	1673430339111
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced5748	1	1673430360073
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5546	0	1673430366288
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced6022	0	1673430368448
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5723	0	1673430376804
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4804	1	1673430379852
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4733	0	1673430381875
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5524	1	1673430383485
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4739	0	1673430384835
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5731	0	1673430386049
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5045	0	1673430387236
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5033	0	1673430388567
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced4734	0	1673430389342
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5533	0	1673430389803
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5706	0	1673430391044
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4935	1	1673430392199
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic6150	0	1673430393576
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5829	1	1673430395078
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4940	0	1673430396326
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic6007	0	1673430397561
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5043	0	1673430398829
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5808	0	1673430400026
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5513	0	1673430410691
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4921	0	1673430412320
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5832	1	1673430413471
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5839	0	1673430414548
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4949	0	1673430415722
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic6127	0	1673430416723
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4920	0	1673430417598
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5028	0	1673430418334
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5537	0	1673430419257
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5714	0	1673430420004
rGVHRE4YzPXkHpwpj7IxQuNZ91H3	basic4741	1	1673430420342
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5835	1	1673430420784
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5018	0	1673430421571
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic6030	0	1673430422539
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4746	0	1673430423345
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4714	0	1673430424115
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5738	0	1673430425053
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5204	0	1673430426045
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced4946	0	1673430426371
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4725	0	1673430427984
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5219	0	1673430428950
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4926	0	1673430429724
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5039	0	1673430430535
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic6107	0	1673430431328
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5013	0	1673430432046
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5129	0	1673430432989
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5044	0	1673430433854
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4742	0	1673430435260
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5444	0	1673430436723
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5239	0	1673430437737
x42H2gp1mJRcQwpcfFzl8uNvabo2	basic5529	1	1673430437485
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5407	0	1673430438624
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced5908	0	1673430438868
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5528	0	1673430440422
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4917	0	1673430441238
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5524	1	1673430442278
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5509	0	1673430443189
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4923	0	1673430444101
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5137	0	1673430444974
rGVHRE4YzPXkHpwpj7IxQuNZ91H3	basic5718	0	1673430445227
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic6102	0	1673430445849
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4714	0	1673430447121
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4810	0	1673430447932
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic6137	0	1673430448838
x42H2gp1mJRcQwpcfFzl8uNvabo2	basic5430	1	1673430449118
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic6020	0	1673430449661
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced5630	0	1673430449776
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5542	0	1673430450724
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4935	1	1673430452111
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4828	0	1673430453081
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4732	0	1673430454189
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4840	1	1673430455165
x42H2gp1mJRcQwpcfFzl8uNvabo2	basic5436	0	1673430455702
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4922	0	1673430456107
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced5844	0	1673430456023
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5417	1	1673430457173
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic6010	0	1673430458243
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4914	1	1673430459305
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5214	1	1673430460438
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5010	0	1673430461414
rGVHRE4YzPXkHpwpj7IxQuNZ91H3	basic5211	1	1673430461750
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5214	0	1673430462916
qE9h9wmAeCOeDYxfpxznXqQ3lWu1	advanced6104	0	1673430462649
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic6139	0	1673430463972
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4923	0	1673430465568
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic6127	0	1673430466823
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4731	0	1673430467958
x42H2gp1mJRcQwpcfFzl8uNvabo2	basic5823	0	1673430468216
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic6049	0	1673430469039
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5811	1	1673430470174
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5829	1	1673430471256
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4816	0	1673430472373
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5810	0	1673430473756
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5408	1	1673430475286
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5432	0	1673430477032
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4843	1	1673430478356
x42H2gp1mJRcQwpcfFzl8uNvabo2	basic4707	1	1673430480031
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4935	1	1673430481152
rGVHRE4YzPXkHpwpj7IxQuNZ91H3	basic5021	1	1673430482189
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5844	0	1673430482376
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5806	0	1673430483673
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5514	0	1673430486423
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic6039	0	1673430487558
x42H2gp1mJRcQwpcfFzl8uNvabo2	basic5211	0	1673430487859
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic6150	0	1673430488750
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic6123	0	1673430490562
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4739	0	1673430491587
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4835	0	1673430492609
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic6002	0	1673430493675
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4932	0	1673430494690
x42H2gp1mJRcQwpcfFzl8uNvabo2	basic4728	0	1673430494511
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic6115	0	1673430495673
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5209	0	1673430496640
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4726	0	1673430497742
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic5239	0	1673430498758
x42H2gp1mJRcQwpcfFzl8uNvabo2	basic6137	1	1673430500664
rGVHRE4YzPXkHpwpj7IxQuNZ91H3	basic5714	1	1673430507614
rGVHRE4YzPXkHpwpj7IxQuNZ91H3	basic4814	0	1673430527461
x42H2gp1mJRcQwpcfFzl8uNvabo2	basic5112	1	1673430531903
x42H2gp1mJRcQwpcfFzl8uNvabo2	basic5748	1	1673430554655
rGVHRE4YzPXkHpwpj7IxQuNZ91H3	basic6048	1	1673430571059
rGVHRE4YzPXkHpwpj7IxQuNZ91H3	basic5726	0	1673430587087
rGVHRE4YzPXkHpwpj7IxQuNZ91H3	basic5131	1	1673430603609
rGVHRE4YzPXkHpwpj7IxQuNZ91H3	basic6143	0	1673430633656
rGVHRE4YzPXkHpwpj7IxQuNZ91H3	basic5742	1	1673430655702
rGVHRE4YzPXkHpwpj7IxQuNZ91H3	basic5020	1	1673430686920
rGVHRE4YzPXkHpwpj7IxQuNZ91H3	basic5748	0	1673430722563
JhOQJJxGcyT5ygbd52bvG1Q8pdd2	basic6104	0	1673430727748
rGVHRE4YzPXkHpwpj7IxQuNZ91H3	basic4908	0	1673430750658
JhOQJJxGcyT5ygbd52bvG1Q8pdd2	basic5719	0	1673430756629
rGVHRE4YzPXkHpwpj7IxQuNZ91H3	basic5008	0	1673430771054
JhOQJJxGcyT5ygbd52bvG1Q8pdd2	basic4735	1	1673430786246
rGVHRE4YzPXkHpwpj7IxQuNZ91H3	basic6004	0	1673430788952
sAyDE0ovPid2g4RJ1hMPC76YzPE2	basic5025	0	1673430799633
sAyDE0ovPid2g4RJ1hMPC76YzPE2	basic5848	0	1673430806890
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4701	0	1673430807040
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4702	1	1673430807040
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4703	0	1673430807040
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4704	0	1673430807040
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4705	1	1673430807040
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4706	1	1673430807040
uwNJHFYUORW9KT9xWKQWA1g7BTF2	basic4707	1	1673430807040
